code,county,area,date,time,places,file
,TRANS NZOIA,"LESSOS, NAMANJALALA",Wednesday  28.05.2025,9.00 A.M. – 5.00 P.M.,"['Lessos', 'Kwa Mudavadi', 'Namanjala Kapsitwet', 'Kitale Ndogo', 'Ngenge', 'Maridadi &', 'adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,TRANS NZOIA,"BIKEKE, ALAKARA",Friday  30.05.2025,9.00 A.M.  – 5.00 P.M.,"['Bikeke Boys', 'Bikeke Girls', 'Area 51', 'Maili', 'Machungwa', 'Wehoya', 'Musemwa', 'Alakara', 'Meru Farm7', 'Misemwa', 'Nyakinywa & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,UASIN GISHU,ST. LUKES HOSPITAL,Sunday 25.05.2025,9.00 A.M. – 5.00 P.M.,"['St. Lukes Hosp', 'MTRH Farewell Home', 'Shiv Court', 'Moi University Dental', 'Komora', 'Est', 'Shree Hari Apts & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,UASIN GISHU,"CHUIYAT, USALAMA, TULWET",Tuesday 27.05.2025,8.00 A.M. – 5.00 P.M.,"['Chuiyat', 'Usalama Accademy', 'Koisagat', 'Kamoiyo Chuiyat Sec Sch & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,UASIN GISHU,"LENGWAI, BINDURA",Wednesday 28.05.2025,8.00 P.M. – 5.00 P.M.,"['Lingwai', 'Bidura', 'Siglai', 'Kapranga', 'Kanzena', 'Kameja', 'Tuiyobei & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,UASIN GISHU,"CHEMUSIAN, WONIFOUR",Thursday 29.05.2025,8.00 A.M. – 5.00 P.M.,"['Chemusian', 'Olare', 'Kaplanga', 'Cheplanga & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,UASIN GISHU,"CHEPKURMUM, USALAMA",Friday 30.05.2025,8.00 A.M. – 5.00 P.M.,"['Chepkuurmum', 'Tinga', 'Karungu', 'Kipkabus Tech', 'Leltot', 'Baharini & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NANDI,"KOISOLIK, KIPYESH",Monday 26.05.2025,9.00 A.M. – 5.00 P.M.,"['Koisolik', 'Chepnyangson', 'Kipyesh & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NANDI,"KURGUNG, TULWO",Tuesday 27.05.2025,9.00 A.M. – 5.00 P.M.,"['Kurgung', 'Tulwo & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NANDI,"CHAMASIS, KAPKATEMBU",Wednesday 28.05.2025,9.00 A.M. – 5.00 P.M.,"['Chemasis', 'Kapkatembu', 'Soymining & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NANDI,"KIPNGOROR, OLD CHEPTERWAI",Thursday 29.05.2025,9.00 A.M. – 5.00 P.M.,"['Old Chepterwai', 'Kimungoror & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NANDI,"NEW CHEPTERWAI, SINGILET",Friday 30.05.2025,9.00 A.M. – 5.00 P.M.,"['New Chepterwai', 'Singilet & adjacent customers.', 'WEST ERN REGION']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KAKAMEGA,"MAKUNGA, LUTASO",Tuesday 27.05.2025,9:00 A.M. – 5.00 P.M.,"['Makunga Mkt', 'Ikoli Mkt', 'Navakholo Mkt', 'Nabacha Mkt', 'Karanda Mkt', 'Mumias', 'Weigh Bridge & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KAKAMEGA,"BUSHILI, INGOTSE",Wednesday 28.05.2025,9.30 A.M. – 5.00 P.M.,"['Bushili Mkt', 'Ingotse Lower Mkt', 'Simuli Sec & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KAKAMEGA,MUSOLI,Friday 30.05.2025,9.00 A.M. – 5.00 P.M.,"['Musoli Mkt', 'Akatsa Mkt', 'Bukura College', 'Sigalagala Polytechnic', 'Ilesi Mkt', 'Khaega', 'Mkt & adjacent customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Power Maintenance Notice', 'Notice is hereby given under Rule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate maintenance and', 'upgrade of power lines to the network; to connect new customers or to replace power', 'lines during road construction', 'etc.)']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,SIAYA,BORO,Sunday 25.05.2025,9 .00 A.M. – 5.00 P.M.,"['Mbaga Mission Hosp', 'Mulaha Sec', 'Boro Mkt', 'Hawinga', 'Pisoko', 'Uradi', 'Nyadorera', '& adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KISUMU,"CHEBIRIR, CHEMILIL",Sunday 25.05.2025,9.00 A.M. – 5.00 P.M.,"['Prime Steel', 'Rai Cement', 'Chebirir Pri', 'West Kenya Weighbridge & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KISUMU,KISUMU TOWN,Sunday  25.05.2025,8.00 A.M. – 5.00 P.M.,"['Milimani', 'Nyamsaria Jumbo Factory', 'Ahero', 'Manyata', 'Kibos Town', 'Obwolo Chiga', 'Nyalenda', 'Dunga', 'Ring Rd', 'Neru Rd & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KISII,"OGEMBO, KENYENYA",Thursday 29.05.2025,8. 30 A.M. - 4.30 P.M.,"['Riokindo', 'Kenyenya', 'Ogembo Tea', 'Nyakeyo Ibencho', 'Sengera', 'Nyagancha', 'Etono', 'Omoringamu Eberege & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KISII,"NYAMATARO, EMBASSY",Friday 30.05.2025,9.00 A.M. - 5.00 P.M.,"['Nyabururu Complex', 'Prof. Nyasani', 'Part of Nyamataro', 'Kanunda', 'Chokom', 'Kiamwasi', 'Soko Pri & Sec', 'Cardinal Otunga Complex', 'Mosocho', 'Ongicha', 'Matieko', 'Complex  & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,MIGORI,"MIGORI TOWN, AWENDO",Wednesday  28.05.2025,8.00 A.M. - 5.00 P.M.,"['Whole of Migori Town', 'Awendo', 'Uriri', 'Ulanda', 'Rongo', 'Kanga', 'Oyani', 'Bware', 'Kehancha', 'Isebania', 'Sirare', 'Nyaisawa', 'Bondo Nyironge', 'Osingo', 'Masara', 'Oruba', 'Ntimaru', 'Taranganya', 'Kadika', 'Getongaya', 'Kakrao', 'Kokwaro', 'Sony Sugar', 'Rapogi', 'Awiro  Akoko', 'Ombo Kwale', 'Siwa  Samji', 'Kokole   Sukali Mkt', 'Ayego', 'Rpogi High', 'Sch', 'Nyaroya Onditi', 'Othoro Center', 'Ombo Center', 'Onduongo Village', 'Nyambeche', 'Parts of Gogo', 'Pinyo   Owacho & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"KIGOGOINI, KIRITI",Saturday 24.05.2025,9.00 A.M. – 5.00 P.M.,"['Kigogoini', 'Wandumbi', 'Cuba', 'Kiriti Sec', 'Kamahuru TBC', 'Kamakia TBC', 'Gacuiro &', 'adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"KINUNGA, IHWA",Monday 26.05.2025,9.00 A.M. – 5.00 P.M.,"['Kamuyu PCEA', 'Kamuyu Dispensary', 'Kariumba', 'Githurini', 'Giatiti', 'Kihatha', 'Kinunga', 'Gachuiro', 'Ihwa', 'Sunset', 'Chania & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"MATHAITHI, TUMUTUMU HOSPITAL",Wednesday 28.05.2025,8.00 A.M. – 5.00 P.M.,"['Mathaithi Kwa Mugambi', 'Mathaithi Sec Sch', 'Mathaithi Pri Sch', 'Central Miller', 'Gatomboya C/Fact', 'Githima', 'Giaituu', 'Mbogo -Ini', 'Tumutumu Hosp', 'Tumutumu Sec', 'Sch', 'Ikonju', 'Tumutumu Pri Sch', 'Tumutumu Farm', 'Kiangoma', 'Karie C/Fact', 'Wakamata', 'Mungaria Polytechnic', 'Rugoka Village', 'Martine', 'Safaricom Boosters', 'Airtel Boosters & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"THUNGURI, NDUMA",Wednesday 28.05.2025,8.00 A.M. – 5.00 P.M.,"['Thunguri C/Fact', 'Nduma C/Fact', 'Muthuthini', 'Sister Irene Sec Sch', 'Mukurweini', 'Technical', 'Kaharo & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"MUMBI, CIARAINI",Thursday 29.05.2025,9.00 A.M. – 5.00 P.M.,"['Hekima', 'Classic', 'Nyokabi Gardens', 'Ciaraini', 'Karingaini', 'Temple Rd', 'Soko', 'Mitumba', 'Pareshia Hotel', 'Lower Stage', 'Tabby House', 'Consolata College', 'Mumbi', 'Est', 'Nyeri Polytechnic', 'Lower Parts of Ring Rd', 'Ngangarithi', 'Mwaura', 'Town View', 'Kimathi Est', 'Total Petrol & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,NYERI,"DEDAN KIMATHI, NDUTA ESTATE",Saturday 31.05.2025,9.00 A.M. – 5.00 P.M.,"['Dedan Kimathi Univ', 'Nduta Est', 'Muringato Forest', 'Kahawa Ridge Est', 'Kabiruini', 'Show Ground & Show View Est & adjacent customers .']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,MURANGA,"AAA GROWERS, GIKONO",Tuesday 27.05.2025,9.00 A.M. – 5.00 P.M.,"['AAA Growers', 'Gakuyo Est', 'Makuyu Damping Site', 'Gikono Dispensary', 'Gikono &', 'adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,MURANGA,"MARANJAU, KAMBITI",Thursday 29.05.2025,9.00 A.M. – 5.00 P.M.,"['Kengen Staff Quarters', 'Maranjau Prison', 'Sunmangoe Processors', 'Kambiti Mkt', 'Olivindo Processors', 'Maranjau Mkt', 'Tumutumu Mkt', 'Kengen Mirira Dam', 'Kambiti', 'Pri Sch', 'Kambiti Sec Sch', 'Kitune  Mkt', 'Gateway Resort & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,MURANGA,"GITHINGIRI, THIKA GREENS",Friday 30.05.2025,9.00 A.M. – 5.00 P.M.,"['Whole of Githingiri Est', 'Whole of Thika Greens Est', 'Thika Green Golf Club', 'Thika', 'Sports Club', 'KALRO', 'KARI', 'Carton Manufacturer', 'Mugumo Farm & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,EMBU,"KYENI HOSPITAL, KATHAGERI MARKET",Thursday 29.05.2025,9.00 A.M. – 5.00 P.M.,"['Kiaragana Pri', 'Njeruri Mkt', 'Kegonge Boys', 'Kathunguri Mkt', 'Mukuria Pri', 'Thuci River', 'Lodge', 'Mufu Mkt & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,THARAKA NITHI,"KAIRUNI, KIEGANGURU",Tuesday 27.05.2025,8.00 A.M. – 5.00 P.M.,"['Neo Petro Station', 'Kairuni Factory', 'Polepole Mkt', 'Kirurumwe Picnic', 'Kieganguru', 'DO’s Offices & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KIAMBU,"PRISONS, OJ, BTL",Sunday 25.05.2025,8.30 A.M. - 5.00 P.M.,"['Ruiru Prisons', 'Super Foam', 'DPI', 'Kenya Tents', 'Redland Roses', 'Parts of OJ', 'Shell', 'OJ Petrol Stn', 'Sweet Water', 'Little More', 'BTL Police', 'Membley Riverside', 'Parts of', 'Tatu Est', 'Hardy Kenya & adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KIAMBU,"KAMBAA SHOPS, GITWE GIRLS",Wednesday 28.05 .2025,9.00 A.M.  - 5.00 P.M.,"['Thakwa Water', 'Ngeteti Water', 'Kanyore', 'Kambaa Factory', 'Waingere Academy', 'Matuguta Police Stn', 'Mungu Village', 'Patmos & adjacent customers']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KIAMBU,"TINGANGA, NGEMWA",Thursday 2 9.05.2025,9.00 A.M.  - 5.00 P.M.,"['Sasini Coffee Factory', 'Tinganga', 'Kagongo', 'Ngemwa', 'Tinganga Sec Sch &  adjust', 'customers.', 'COAST REGION']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KWALE,"MATUGA,  KOMBANI",Tuesday  27.05.2025,9.00 A.M. – 1.00 P.M.,"['KSG Matuga', 'Kombani Sec', 'Matuga', 'Voroni', 'Bethany', 'Matuga Town & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,MOMBASA,Thursday  29.05.2025                                        TIME: 9.00 A.M. – 5.00 P.M.,Wednesday 28.05.2025,9.00 A.M. – 5.00 P.M.,"['Icolo', 'Black Devil', 'Devki', 'Shreeji', 'Total Petrol Stn', 'Excel', 'Romollas', 'Chai Traders', '& adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KILIFI,"KOKOTONI AREA, JIMBA",Wednesday 28.05.2025,9.00 A.M. – 5.00 P.M.,"['Corrugated', 'Iron Africa', 'Kavee Quarry', 'Kaydee Quarry', 'Chaina CCC Yard', 'Mariakani', 'Chaina Quarry Jimba', 'Kayoeni Pri', 'Boyani Pri', 'Jimba Sec & Pri', 'Fatima', 'Mosque', 'SBNP Kokotoni', 'Kafuduni Dispensary', 'Tarmal Kokotoni', 'Migundini Pri &', 'adjacent customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KILIFI,"KOKOTONI AREA, JIMBA",Friday 30.05.2025,9.00 A.M. – 5.00 P.M.,"['Rabai Slaughter', 'Peleleza', 'Mwache Quarry', 'Mwache Dam', 'Rabai Sec & adjacent', 'customers.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KILIFI,"PARTS OF KANAMAI, VIPINGO",Sunday 25.05.2025,9.00 A.M. – 5.00 P.M.,"['Greenwood', 'KMA', 'Cocacola Bottlers', 'Ashut Plastics', 'Mombasa Apparel', 'Milly', 'Fruits', 'Mzuri Sweets', 'Umoja Rubber Ltd', 'Ogalis', 'Mwalimu Omar', 'North Coast', 'Medical Collage', 'Bomani kwa Kanyi', 'Khosla Farm', 'Pentagon', 'UB40', 'Bomani', 'Dispensary', 'Kikambala Housing', 'Bomani  3 Stars', 'Bioboo', 'Mamba', 'Bomani', 'Manase', 'Bomani Palepale', 'Junju Sec', 'Junju Village', 'Mwembetsungu', 'Parts of', 'Mwatundo', 'Tropical Sea Life', 'Coast Apparel', 'Petrocity Sokoni', 'Mtwapa Mkt', 'Mwatundo', 'Rise & Shine', 'Kwa Radar', 'Mwatundo', 'Rubis Mtwapa', 'Ndonya Nyati', 'Tiger & adjacent customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'POWER MAINTENANCE NOTICE', 'Kenya Power will switch off power supply  in parts of Kericho', 'Bomet', 'Nyamira', 'Kisii', 'Migori and Homa Bay counties  on Monday', '30th September', '2024  to undertake maintenance activities that is geared towards improving', 'supply reliability.', 'To facilitate this imp ortant exercise', 'power supply will be interrupted  in the', 'below  mentioned areas from 7am to 5 pm.', 'We regret the inconvenience that may be caused during the operation.']",01JVY1ETS6ASGH434Y6NRZREKP.pdf
,KILIFI,"KERICHO, BOMET, NYAMIRA, KISII, MIGORI & HOMABAY COUNTIES",Monday 30.09.2024,7.00 A.M. - 5.00 P.M.,"['Chemosit M arket', 'Litein Market', 'Kapkatet M arket', 'Tenwek Hosp ital', 'Kabianga University', 'Kabianga High School', 'Kabianga Dairies', 'James Finlays', 'Chelal T ea Factory', 'Buretti Tea', 'Factory', 'Korara Tea Factory', 'Kapkatet Tea Factory', 'Kapkatet Hosp ital', 'Litein Tea Factory', 'Jamji Tea Factory', 'Bomet Town', 'Siloam Hosp ital', 'Tenwe k Mission Hosp ital', 'Tenwek CTC', 'Longisa Hosp ital', 'Kaplong Mission Hosp ital', 'Ndanai Health Centre', 'Chelymo Hosp ital', 'Greenfield Tea Factory', 'Kisyet Tea Factory', 'Mara T ea Factory', 'Transmara Sugar', 'Evergreen Tea Factory', 'Sotik Tea  Factory', 'Chebango Tea Factory', 'Stegro Tea Factory', 'Motigo Tea Factory', 'Tirgaga Tea Factory', 'Ndarawetta Tea Factory', 'Kapkoros Tea Factory', 'Mogogosiek T ea Factory', 'Kobel Tea Factory', 'Boito Tea Factory', 'Siomo Tea Factory', 'Kapset', 'Tea Factory', 'Tet Tea Factory', 'Kimari Tea Factory', 'Chemalal  Tea Factory', 'Kipsigis Highland', 'Tea Factory', 'Sotik Town', 'Kilgoris Town', 'Mogogosiek Town', 'Mulot', 'Longisa', 'Siongiroi', 'Chebunyo', 'Kaboso', 'Silibwet', 'Merigi', 'Kapkwen', 'Chebole', 'Njipiship', 'Lolgorian', 'Enoosaen', 'Kilimapesa Gold', 'Angama', 'Olepisiai', 'Partagilat', 'Mararianda', 'Masurura', 'Olonana Sanctuary', 'Mara West', 'Mara Sun', 'Dikirr', 'Mamboleo', 'Kabolecho', 'Kaplong', 'Chebilat', 'Boito', 'Kaptebengwet', 'Chebilat Mkt', 'Ngoina Road', 'Nyachae Road', 'Nyamira Town', 'Ikonge', 'Ngoina', 'Sanganyi', 'Kebirigo', 'Chabera', 'Miruka', 'Kisii Town', 'Keroka', 'Keumbu', 'Marani', 'Suneka', 'Itibo', 'Igonga', 'Kegogi', 'Awendo', 'Rongo', 'Migori Town', 'Uriri', 'Kehancha', 'Isebania', 'Ndhiwa', 'Sori', 'Homabay Town', 'Rangwe', 'Asumbi', 'Mbita', 'Rusinga Island', 'Magunga', 'Nyandiwa', 'Kiabuya', 'Adiedo and adjacent customers.', 'Power Maintenance Notice', 'Notice is hereby given under R ule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate', 'maintenance and upgrade of power lines to the network; to connect new', 'customers or to replace power lines during road construction', 'etc.)', 'NAIROBI REG ION']",01J8PJD2N8FWYSXJ3AD11TQH8C.pdf
,KILIFI,PART OF LOW ER KABETE,Monday 16.09.2024,9.00 A.M. – 5.00 P.M.,"['Lower Kabete Rd', 'Shanzu Rd', 'Part of Kyuna Rd', 'Shanzu Link & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,"KASARANI ICIPE, SEASONS, CLAY CITY",Tuesday 17.09.2024,9.00 A.M. – 5.00 P.M.,"['Kasarani Police Stn', 'ICIPE', 'KISE', 'Sports View Est', 'Sports Drive Est', 'Radio', 'Waumini', 'Queens College', 'Complex View Estate Seasons', 'Clay City Est', 'Citam', 'Church', 'Camp David', 'Jaylne Academy', 'Kast emill Academy & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,PART OF KILIMANI,Tuesday 17.09.2024,9.00 A.M. – 5.00 P.M.,"['Kilimani Rd', 'Menelik Rd', 'Kirichwa Rd', 'Adams Arcade  S/Center', 'Ndemi Lane', 'Muringa Rd', 'Elgeyo Marakwet  Rd & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,PART OF KAREN,Wednesday 18.09.2024,9.00 A.M. - 5.00 P.M.,"['Part of Ndege Rd', 'Ndege Close', 'Ndege Lane', 'Ndege Gardens', 'Korongo Rd', 'Marist', 'Univ & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,KYUNA ROAD,Wednesday 18.09.2024,9.00 A.M. – 5.00 P.M.,"['Kyuna Rd', 'Kabarge Valley', 'Loresho Ridge', 'Loresho Crescent & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,GENERAL MATHENGE,Thursday 19.09.2024,9.00 A.M. – 5.00 P.M.,"['General Mathenge Drive', 'Eldama Ravine', 'Mpaka Rd', 'Suswa Rd & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KILIFI,PART OF LOWER KABETE,Friday 20.09.2024,9.00 A.M. – 5.00 P.M.,"['Lower Kabete  Rd', 'Shanzu Rd', 'Part of Kyuna Rd', 'Shanzu Link & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,MACHAKOS,"KINANIE, PARTS OF MOMBASA ROAD",Monday 16.09.2024,9.00 A.M. – 5.00 P.M.,"['Greenpark Est', 'Ridhi Business Park', 'Ashapura', 'Athi Ri ver Business Park', 'Wrigleys', 'Toptank', 'Graylands', 'Sidai Est', 'Lukenya Hills', 'Paradise Park', 'Mavwasco', 'Moke', 'Gardens', 'Muselele', 'Karibu Homes', 'Gimu', 'Samora', 'Blessed Harvest', 'Mutungoni', 'Koma Rock', 'Kinanie S/Centre', 'Nzoiani', 'Kimongo', 'Nyaani', 'Sewage & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,MACHAKOS,"KATHOME, KYUMBI",Tuesday  17.09.2024,9.00 A.M. – 2.00 P.M.,"['National Oil Petrol Stn', 'Kathekakai Sec', 'Katelembo Sec', 'Kathini', 'Kathome', 'Makyau', 'Kitanga', 'Caanani Mkts', 'Mua Radar', 'Mwambi Farm', 'Le aders Academy', 'Shrine Academy', ""Sonko's Home"", 'Maanzoni Lodge', 'Vista Windows', 'Makuti Pub &', 'adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,MACHAKOS,"MALAA, KANGUNDO ROAD",Wednesday 18.09.2024,9.00 A.M. – 5.00 P.M.,"['Koma Mkt', 'Malaa Mkt', 'Joska  Mkt', 'Kware', 'Katindangooni', 'St. Philip', 'Mbiani', 'Mutalia', '& adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KAJIADO,"NAMANGA, BISSIL",Thursday 19.09.2024,9.00 A.M. – 5.00 P.M.,"['Parts of Namanga Town', 'Bisil', 'Ngatataek', 'Maili Tisa', 'Kumpa', 'Met o', 'Maparasaha', 'Kureket', 'Emotoroki', 'Lorgusua', 'Olgulului', 'Imarba', 'Partimaro & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,UASIN GISHU,"KIPKEINO, KOSYIN",Saturday 14.09.2024,10.00 A.M. – 5.00 P.M.,"['Chiv Constructi on Ltd', 'Hari Pipe Company', 'Kipkeino Cent re', 'Kosyin Dispensary &', 'Centre', 'Tangit  Centre', 'Kamagut High Sch', 'Kamagut Missionary Hosp', 'Victoria', 'W/Pump & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,NANDI,"MOSORIOT, BARATON",Monday 16.09.2024,10.00 A.M. – 2.00 P.M.,"['Kilibwoni Junction', 'Siwo', 'Arwos', 'Chepterit', 'Mosoriot', 'Tulon', 'Itigo', 'Mutwot', 'Baraton', 'Kipchab o', 'Kaptel', 'Talai', 'Kilibwoni T/Fact  & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KAKAMEGA,MAKUNGA,Wednesday 18.09.2024,9.00 A.M. – 5.00 P.M.,"['Makunga Mkt', 'Shinoyi', 'Isongo Sec', 'Songo Mkt', 'Nagambo', 'Shikomari', 'Masinga', 'Naruchira', 'Isango Mkt', 'Ikoli Mkt', 'Eshiakulo', 'Makunga', 'Mamboleo & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KISII,KAMEJI,Tuesday 17.09.2024,8.00 A.M. – 4.00 P.M.,"['Kameji Sec & Mkt', 'Kamagambo & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,KISII,"KIABUSURA, MOTONTO",Thursday 19.09.2024,8.00 A.M. – 4.00 P.M.,"['Nyangoge Girls', 'Kiabusura Sec', 'Kiabusura Mkt', 'Motonto', 'Nyagaancha  Dispensary', '& adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,MIGORI,MACALDER,Monday 16.09.2024,: 8.00 A.M. – 4.00 P.M.,"['Macalder Gold Mine', 'Macalder Polytechnic', 'Okenge Mkt', 'Okenge Sec & adjacent', 'customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,MIGORI,MIGORI TOWN,Wednesday 18.09.2024,9.30 A.M. – 5.00 P.M.,"['Migori Town', 'Jua Kali', 'Bansi Mega', 'Sala', 'Nyikendo', 'Oruba', 'Valmo', 'Sangla', 'Korwa', '& adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,NYERI,BLUE LINE,Wednesday 18.09.2024,9.00 A.M. – 5.00 P.M.,"['Dawa ma', 'Naromoru Girls', 'Judea', 'Kakuret', 'Meree', 'Lusoi', 'Warazo', 'Ndathi', 'Mapema', 'Munyu Aguthi', 'Gitinga', 'Blue Line', 'AAA Growers', 'Soweto', 'Kamburaini', 'View Point & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,NYERI,CHAKA MRKT,Friday 20.09.2024,9.00 A.M. – 5.00 P.M.,"['Chaka Mkt', 'Maisha Floor', 'Kiganjo Mkt', 'Nyaribo Mkt', 'KCC Plant', 'NCB & adjacent', 'customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Power Maintenance Notice', 'Notice is hereby given under Rule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate', 'maintenance and upgrade of power lines to the network; to connect new', 'customers or to replace power lines during road construction', 'etc.)']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,NYERI,"KAMATONGU, MWERERI",Tuesday 24.09.2024,9.00 A.M. – 5.00 P.M.,"['Ikumari', 'Mwereri', 'Babito', 'Kamatongu', 'Wonder Joy Farm', 'Aberdare Ark Lodge &', 'adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
,ISIOLO,"MAILI SABA, MAILI TATU",Thursday 19.09.2024,8.00 A.M. – 5.00 P.M.,"['Kona Mbaya', 'Maili Saba', 'BBC', 'Maili Tano', 'Royal Acacia', 'Range Lands', 'Africa Eco', 'Red Cross', 'Canaan', 'Mugae', 'Harkrishina', 'Meru Wood', 'Isico', 'Ndunyuruma', 'Colourful', 'World', 'Bula Mpya', 'Olajarole', 'Pepo la Tumaini', 'Kambi Odha', 'Isiolo Livestock Mkt', 'Kambi Garba Islamic Sch', 'Par t of Nagele', 'Kambi Garba Catholic Mission', 'Kambi', 'Turkana', 'School of Artillery', 'Elboran Resort', 'Tractor', 'Kiwanja', 'Attan Pri Sch', 'Ngaremara Mkt', 'Ngaremara Catholic Mission', 'Manyatta Zebra', 'School of Military', 'Engineering', 'Sarova Shamba', 'Whole of Archers Post', 'Safaricom BTS Archers', 'Kalama Centre', 'Lerata', 'Lengusaka', 'Sionta', 'Safaricom BTS Wamba', 'Whole of', 'Wamba', 'LKSIN', 'Swari', 'Londokwe & adjacent customers.']",01J7MY7YRCJRM5SNA8EEBXQE3S.pdf
